Code;Libellé;Médiane du revenu disponible par UC 2020
2546;La Neuville-en-Beine;21930
2547;La Neuville-Housset;N/A - résultat non disponible
2548;La Neuville-lès-Dorengt;19790
2549;Neuville-Saint-Amand;23410
2550;Neuville-sur-Ailette;21180
2551;Neuville-sur-Margival;21650
2552;Neuvillette;24040
2553;Nizy-le-Comte;20060
2554;Nogentel;23900
2555;Nogent-l'Artaud;21080
2556;Noircourt;N/A - résultat non disponible
2557;Noroy-sur-Ourcq;22220
2558;Le Nouvion-en-Thiérache;18770
2559;Nouvion-et-Catillon;19000
2560;Nouvion-le-Comte;23450
2561;Nouvion-le-Vineux;26230
2562;Nouvron-Vingré;20910
2563;Noyales;18750
2564;Bernoy-le-Château;23570
2565;Œuilly;22060
2566;Ognes;22650
2567;Ohis;18430
2568;Oigny-en-Valois;23430
2569;Oisy;18940
2570;Ollezy;20550
2571;Omissy;24040
2572;Orainville;24760
2573;Orgeval;N/A - résultat non disponible
2574;Origny-en-Thiérache;19540
2575;Origny-Sainte-Benoite;18510
2576;Osly-Courtil;23410
2577;Ostel;N/A - résultat non disponible
2578;Oulches-la-Vallée-Foulon;N/A - résultat non disponible
2579;Oulchy-la-Ville;21710
2580;Oulchy-le-Château;20190
2581;Paars;24060
2582;Paissy;N/A - résultat non disponible
2583;Pancy-Courtecon;N/A - résultat non disponible
2584;Papleux;23460
2585;Parcy-et-Tigny;22570
2586;Parfondeval;23510
2587;Parfondru;21730
2588;Pargnan;N/A - résultat non disponible
2589;Pargny-Filain;22650
2590;Pargny-la-Dhuys;20570
2591;Pargny-les-Bois;20270
2592;Parpeville;20970
2593;Pasly;24260
2594;Passy-en-Valois;24790
2595;Passy-sur-Marne;26460
2596;Pavant;21770
2598;Pernant;24010
2599;Pierremande;21620
2600;Pierrepont;21480
2601;Pignicourt;22160
2602;Pinon;19670
2604;Pithon;N/A - résultat non disponible
2605;Pleine-Selve;21390
2606;Le Plessier-Huleu;N/A - résultat non disponible
2607;Ploisy;22520
2608;Plomion;18470
2609;Ployart-et-Vaurseine;N/A - résultat non disponible
2610;Pommiers;23130
2612;Pont-Arcy;19640
2613;Pontavert;22500
2614;Pontru;21020
2615;Pontruet;25490
2616;Pont-Saint-Mard;21160
2617;Pouilly-sur-Serre;21360
2618;Prémont;19600
2619;Prémontré;23400
2620;Presles-et-Boves;21360
2621;Presles-et-Thierny;26610
2622;Priez;N/A - résultat non disponible
2623;Prisces;N/A - résultat non disponible
2624;Proisy;21480
2625;Proix;19890
2626;Prouvais;24170
2627;Proviseux-et-Plesnoy;22210
2628;Puiseux-en-Retz;22710
2629;Puisieux-et-Clanlieu;19360
2631;Quierzy;20420
2632;Quincy-Basse;N/A - résultat non disponible
2633;Quincy-sous-le-Mont;N/A - résultat non disponible
2634;Raillimont;N/A - résultat non disponible
2635;Ramicourt;21350
2636;Regny;22790
2637;Remaucourt;25290
2638;Remies;19310
2639;Remigny;22060
2640;Renansart;17930
2641;Renneval;15470
2642;Résigny;19410
2643;Ressons-le-Long;23420
2644;Retheuil;23440
2645;Reuilly-Sauvigny;21620
2647;Ribeauville;N/A - résultat non disponible
2648;Ribemont;19360
2649;Rocourt-Saint-Martin;21270
2650;Rocquigny;19390
2651;Rogécourt;N/A - résultat non disponible
2652;Rogny;N/A - résultat non disponible
2653;Romeny-sur-Marne;22910
2654;Romery;N/A - résultat non disponible
2655;Ronchères;20900
2656;Roucy;26050
2657;Rougeries;18730
2658;Roupy;23060
2659;Rouvroy;26840
2660;Rouvroy-sur-Serre;N/A - résultat non disponible
2661;Royaucourt-et-Chailvet;23780
2662;Rozet-Saint-Albin;22670
2663;Rozières-sur-Crise;22220
2664;Rozoy-Bellevalle;25210
2665;Grand-Rozoy;22760
2666;Rozoy-sur-Serre;17920
2667;Saconin-et-Breuil;24430
2668;Sains-Richaumont;18690
2670;Saint-Algis;19280
2671;Saint-Aubin;19720
2672;Saint-Bandry;23190
2673;Saint-Christophe-à-Berry;22240
2674;Saint-Clément;N/A - résultat non disponible
2675;Sainte-Croix;20720
2676;Saint-Erme-Outre-et-Ramecourt;20520
2677;Saint-Eugène;20260
2678;Sainte-Geneviève;N/A - résultat non disponible
2679;Saint-Gengoulph;21140
2680;Saint-Gobain;21520
2681;Saint-Gobert;19790
2682;Saint-Mard;19130
2683;Saint-Martin-Rivière;N/A - résultat non disponible
2684;Saint-Michel;18170
2685;Saint-Nicolas-aux-Bois;23470
2686;Saint-Paul-aux-Bois;22190
2687;Saint-Pierre-Aigle;24650
2688;Saint-Pierre-lès-Franqueville;N/A - résultat non disponible
2689;Saint-Pierremont;N/A - résultat non disponible
2690;Sainte-Preuve;N/A - résultat non disponible
2691;Saint-Quentin;17990
2693;Saint-Rémy-Blanzy;21140
2694;Saint-Simon;21550
2696;Saint-Thomas;N/A - résultat non disponible
2697;Samoussy;23560
2698;Sancy-les-Cheminots;22190
2699;Saponay;19560
2701;Saulchery;21520
2702;Savy;24520
2703;Seboncourt;20580
2704;Selens;20010
2705;La Selve;19560
2706;Septmonts;23530
2707;Septvaux;22360
2708;Sequehart;22930
2709;Serain;18900
2710;Seraucourt-le-Grand;21390
2711;Serches;22150
2712;Sergy;25340
2713;Seringes-et-Nesles;20940
2714;Sermoise;19990
2715;Serval;N/A - résultat non disponible
2716;Servais;24470
2717;Séry-lès-Mézières;21190
2718;Silly-la-Poterie;23090
2719;Sinceny;21360
2720;Sissonne;18470
2721;Sissy;23860
2722;Soissons;17930
2723;Soize;N/A - résultat non disponible
2724;Sommelans;N/A - résultat non disponible
2725;Sommeron;17750
2726;Sommette-Eaucourt;21430
2727;Sons-et-Ronchères;19070
2728;Sorbais;22570
2729;Soucy;N/A - résultat non disponible
2730;Soupir;19160
2731;Le Sourd;18910
2732;Surfontaine;N/A - résultat non disponible
2734;Taillefontaine;22340
2735;Tannières;N/A - résultat non disponible
2736;Tartiers;20430
2737;Tavaux-et-Pontséricourt;19590
2738;Tergnier;18380
2739;Terny-Sorny;22530
2740;Thenailles;20580
2741;Thenelles;18770
2742;Thiernu;16400
2743;Le Thuel;20020
2744;Torcy-en-Valois;N/A - résultat non disponible
2745;Toulis-et-Attencourt;21290
2746;Travecy;21020
2747;Trefcon;N/A - résultat non disponible
2748;Trélou-sur-Marne;22880
2749;Troësnes;22800
2750;Trosly-Loire;18970
2751;Trucy;23480
2752;Tugny-et-Pont;20540
2753;Tupigny;18740
2754;Ugny-le-Gay;24850
2755;Urcel;21110
2756;Urvillers;23640
2757;Vadencourt;17580
2758;Vailly-sur-Aisne;20300
2759;La Vallée-au-Blé;18930
2760;La Vallée-Mulâtre;17060
2761;Variscourt;24510
2762;Vassens;20160
2763;Vasseny;21430
2764;Vassogne;N/A - résultat non disponible
2765;Vaucelles-et-Beffecourt;24700
2766;Vaudesson;18880
2767;Vauxrezis;24880
2768;Vauxaillon;21880
2769;Vaux-Andigny;19110
2770;Vauxbuin;23560
2772;Vaux-en-Vermandois;21890
2773;Vauxtin;N/A - résultat non disponible
2774;Vendelles;21870
2775;Vendeuil;23060
2776;Vendhuile;19200
2777;Vendières;21640
2778;Vendresse-Beaulne;N/A - résultat non disponible
2779;Vénérolles;19050
2780;Venizel;20350
2781;Verdilly;23180
2782;Le Verguier;20820
2783;Grand-Verly;16910
2784;Petit-Verly;20610
2785;Vermand;22990
2786;Verneuil-sous-Coucy;24100
2787;Verneuil-sur-Serre;22530
2788;Versigny;22430
2789;Vervins;18310
2790;Vesles-et-Caumont;20060
2791;Veslud;22590
2792;Veuilly-la-Poterie;21460
2793;Vézaponin;22150
2794;Vézilly;25350
2795;Vic-sur-Aisne;21120
2796;Vichel-Nanteuil;N/A - résultat non disponible
2797;Viel-Arcy;18340
2798;Viels-Maisons;21360
2799;Vierzy;20810
2800;Viffort;21910
2801;Vigneux-Hocquet;19880
2802;La Ville-aux-Bois-lès-Dizy;19570
2803;La Ville-aux-Bois-lès-Pontavert;22440
2804;Villemontoire;22180
2805;Villeneuve-Saint-Germain;19810
2806;Villeneuve-sur-Fère;19680
2807;Villequier-Aumont;24380
2808;Villeret;20260
2809;Villers-Agron-Aiguizy;N/A - résultat non disponible
2810;Villers-Cotterêts;20030
2812;Villers-Hélon;25230
2813;Villers-le-Sec;20930
2814;Villers-lès-Guise;21010
2815;Villers-Saint-Christophe;22620
2816;Villers-sur-Fère;21570
2817;Ville-Savoye;N/A - résultat non disponible
2818;Villiers-Saint-Denis;23430
2819;Vincy-Reuil-et-Magny;18320
2820;Viry-Noureuil;23220
2821;Vivaise;23680
2822;Vivières;23990
2823;Voharies;N/A - résultat non disponible
2824;Vorges;26050
2826;Voulpaix;20710
2827;Voyenne;20270
2828;Vregny;N/A - résultat non disponible
2829;Vuillery;N/A - résultat non disponible
2830;Wassigny;19350
2831;Watigny;20180
2832;Wiège-Faty;20410
2833;Wimy;19560
2834;Wissignicourt;22250
3001;Abrest;22440
3002;Agonges;20580
3003;Ainay-le-Château;20600
3004;Andelaroche;18160
3005;Archignat;16900
3006;Arfeuilles;16660
3007;Arpheuilles-Saint-Priest;22680
3008;Arronnes;20280
3009;Aubigny;19480
3010;Audes;20270
3011;Aurouër;21690
3012;Autry-Issards;22270
3013;Avermes;22900
3014;Avrilly;21160
3015;Bagneux;21000
3016;Barberier;22360
3017;Barrais-Bussolles;18360
3018;Bayet;21440
3019;Beaulon;21120
3020;Beaune-d'Allier;20580
3021;Bègues;21590
3022;Bellenaves;18360
3023;Bellerive-sur-Allier;22710
3024;Bert;18360
3025;Bessay-sur-Allier;21380
3026;Besson;22860
3027;Bézenet;18970
3028;Billezois;20070
3029;Billy;22270
3030;Biozat;22060
3031;Bizeneuille;21190
3032;Blomard;19730
3033;Bost;21520
3034;Boucé;20020
3035;Le Bouchaud;16270
3036;Bourbon-l'Archambault;21130
3037;Braize;19010
3038;Bransat;23350
3039;Bresnay;20980
3040;Bressolles;25200
3041;Le Brethon;20010
3042;Le Breuil;18230
3043;Broût-Vernet;20590
3044;Brugheas;23010
3045;Busset;22350
3046;Buxières-les-Mines;18600
3047;La Celle;21450
3048;Cérilly;19410
3049;Cesset;22100
3050;La Chabanne;15450
3051;Chambérat;19950
3052;Chamblet;22310
3053;Chantelle;21140
3054;Chapeau;23900
3055;La Chapelaude;21480
3056;La Chapelle;20910
3057;La Chapelle-aux-Chasses;20690
3058;Chappes;20470
3059;Chareil-Cintrat;21080
3060;Charmeil;23020
3061;Charmes;22610
3062;Charroux;23350
3063;Chassenard;21460
3064;Château-sur-Allier;19490
3065;Châtel-de-Neuvre;20780
3066;Châtel-Montagne;18770
3067;Châtelperron;22750
3068;Châtelus;19020
3069;Châtillon;19870
3070;Chavenon;20910
3071;Chavroches;19000
3072;Chazemais;21350
3073;Chemilly;22850
3074;Chevagnes;21460
3075;Chezelle;21800
3076;Chézy;23410
3077;Chirat-l'Église;17330
3078;Chouvigny;21010
3079;Cindré;21550
3080;Cognat-Lyonne;22280
3081;Colombier;20040
3082;Commentry;20110
3083;Contigny;22090
3084;Cosne-d'Allier;20750
3085;Coulandon;24140
3086;Coulanges;20010
3087;Couleuvre;18580
3088;Courçais;17700
3089;Coutansouze;20370
3090;Couzon;18690
3091;Créchy;21610
3092;Cressanges;21500
3093;Creuzier-le-Neuf;23410
3094;Creuzier-le-Vieux;24640
3095;Cusset;20260
3096;Deneuille-lès-Chantelle;N/A - résultat non disponible
3097;Deneuille-les-Mines;22470
3098;Désertines;21580
3099;Deux-Chaises;20150
3100;Diou;20940
3101;Domérat;22310
3102;Dompierre-sur-Besbre;20370
3103;Le Donjon;18210
3104;Doyet;21170
3105;Droiturier;20720
3106;Durdat-Larequille;22150
3107;Ébreuil;21820
3108;Échassières;20580
3109;Escurolles;21390
3110;Espinasse-Vozelle;24120
3111;Estivareilles;22520
3112;Étroussat;20710
3113;Ferrières-sur-Sichon;19520
3114;La Ferté-Hauterive;23110
3115;Fleuriel;21340
3116;Fourilles;21300
3117;Franchesse;19560
3118;Gannat;20220
3119;Gannay-sur-Loire;19950
3120;Garnat-sur-Engièvre;21020
3121;Gennetines;23350
3122;Gipcy;20300
3124;Gouise;21000
3125;La Guillermie;13820
3126;Hauterive;22490
3127;Hérisson;22010
3128;Huriel;21480
3129;Hyds;20160
3130;Isle-et-Bardais;19370
3131;Isserpent;20380
3132;Jaligny-sur-Besbre;20620
3133;Jenzat;21490
3134;Laféline;22720
3135;Lalizolle;19430
3136;Lamaids;18440
3137;Langy;21520
3138;Lapalisse;19880
3139;Laprugne;17950
3140;Lavault-Sainte-Anne;22100
3141;Lavoine;18870
3142;Lenax;18870
3143;Lételon;N/A - résultat non disponible
3144;Liernolles;20250
3145;Lignerolles;23330
3146;Limoise;20780
3147;Loddes;17260
3148;Loriges;19500
3149;Louchy-Montfand;22610
3150;Louroux-Bourbonnais;18700
3151;Louroux-de-Beaune;22490
3152;Louroux-de-Bouble;19820
3154;Luneau;18100
3155;Lurcy-Lévis;19640
3156;Lusigny;22290
3157;Magnet;21800
3158;Haut-Bocage;20570
3159;Malicorne;20440
3160;Marcenat;21870
3161;Marcillat-en-Combraille;21490
3162;Marigny;24230
3163;Mariol;21650
3164;Le Mayet-d'École;21170
3165;Le Mayet-de-Montagne;19090
3166;Mazerier;22600
3167;Mazirat;21260
3168;Meaulne-Vitray;20680
3169;Meillard;21210
3170;Meillers;22790
3171;Mercy;20130
3172;Mesples;18430
3173;Molinet;20350
3174;Molles;21780
3175;Monestier;19450
3176;Monétay-sur-Allier;21360
3177;Monétay-sur-Loire;18010
3178;Montaiguët-en-Forez;18790
3179;Montaigu-le-Blin;20220
3180;Montbeugny;21320
3181;Montcombroux-les-Mines;20120
3182;Monteignet-sur-l'Andelot;23280
3183;Le Montet;20660
3184;Montilly;23590
3185;Montluçon;19120
3186;Montmarault;19220
3187;Montoldre;21930
3188;Montord;21890
3189;Montvicq;20650
3190;Moulins;19600
3191;Murat;19380
3192;Nades;21130
3193;Nassigny;21320
3194;Naves;20600
3195;Néris-les-Bains;23190
3196;Neuilly-en-Donjon;18170
3197;Neuilly-le-Réal;22540
3198;Neure;20900
3200;Neuvy;25180
3201;Nizerolles;17780
3202;Noyant-d'Allier;18970
3203;Paray-le-Frésil;19770
3204;Paray-sous-Briailles;21320
3205;Périgny;20110
3206;La Petite-Marche;18480
3207;Pierrefitte-sur-Loire;20660
3208;Le Pin;18310
3209;Poëzat;23920
3210;Pouzy-Mésangy;19920
3211;Prémilhat;23800
3212;Quinssaines;22820
3213;Reugny;21530
3214;Rocles;19730
3215;Rongères;22000
3216;Ronnet;19420
3217;Saint-Angel;23830
3218;Saint-Aubin-le-Monial;23410
3219;Saint-Bonnet-de-Four;22640
3220;Saint-Bonnet-de-Rochefort;21000
3221;Saint-Bonnet-Tronçais;20300
3222;Saint-Caprais;N/A - résultat non disponible
3223;Saint-Christophe;21880
3224;Saint-Clément;17400
3225;Saint-Désiré;19360
3226;Saint-Didier-en-Donjon;17830
3227;Saint-Didier-la-Forêt;21890
3228;Saint-Éloy-d'Allier;N/A - résultat non disponible
3229;Saint-Ennemond;20710
3230;Saint-Étienne-de-Vicq;21470
3231;Saint-Fargeol;20480
3232;Saint-Félix;22340
3233;Saint-Genest;23610
3234;Saint-Gérand-de-Vaux;20160
3235;Saint-Gérand-le-Puy;20400
3236;Saint-Germain-des-Fossés;19550
3237;Saint-Germain-de-Salles;19870
3238;Saint-Hilaire;19530
3239;Saint-Léger-sur-Vouzance;19500
3240;Saint-Léon;19390
3241;Saint-Léopardin-d'Augy;18260
3242;Saint-Loup;21130
3243;Saint-Marcel-en-Murat;23700
3244;Saint-Marcel-en-Marcillat;22600
3245;Saint-Martin-des-Lais;22710
3246;Saint-Martinien;21590
3247;Saint-Menoux;20690
3248;Saint-Nicolas-des-Biefs;18640
3249;Saint-Palais;18620
3250;Saint-Pierre-Laval;20680
3251;Saint-Plaisir;20870
3252;Saint-Pont;22700
3253;Saint-Pourçain-sur-Besbre;21290
3254;Saint-Pourçain-sur-Sioule;20420
3255;Saint-Priest-d'Andelot;20990
3256;Saint-Priest-en-Murat;21110
3257;Saint-Prix;21440
3258;Saint-Rémy-en-Rollat;23430
3259;Saint-Sauvier;19430
3260;Saint-Sornin;18610
3261;Sainte-Thérence;22690
3262;Saint-Victor;23930
3263;Saint-Voir;21580
3264;Saint-Yorre;20710
3265;Saligny-sur-Roudon;19530
3266;Sanssat;21650
3267;Saulcet;22730
3268;Saulzet;21530
3269;Sauvagny;N/A - résultat non disponible
3270;Sazeret;21670
3271;Serbannes;24640
3272;Servilly;18140
3273;Seuillet;22390
3274;Sorbier;18570
3275;Souvigny;20950
3276;Sussat;20800
3277;Target;20030
3278;Taxat-Senat;22130
3279;Teillet-Argenty;20780
3280;Terjat;18810
3281;Le Theil;20170
3282;Theneuille;18160
3283;Thiel-sur-Acolin;20880
3284;Thionne;20630
3285;Tortezais;22260
3286;Toulon-sur-Allier;23650
3287;Treban;20080
3288;Treignat;19020
3289;Treteau;20550
3290;Trévol;24180
3291;Trézelles;20680
3292;Tronget;21170
3293;Urçay;20000
3294;Ussel-d'Allier;23040
3295;Valignat;N/A - résultat non disponible
3296;Valigny;19220
3297;Vallon-en-Sully;20130
3298;Varennes-sur-Allier;19790
3299;Varennes-sur-Tèche;16770
3300;Vaumas;19030
3301;Vaux;22670
3302;Veauce;N/A - résultat non disponible
3303;Venas;20260
3304;Vendat;24370
3305;Verneix;22050
3306;Le Vernet;24890
3307;Verneuil-en-Bourbonnais;23770
3308;Vernusse;17720
3309;Le Veurdre;18290
3310;Vichy;19740
3311;Vicq;22980
3312;Vieure;19400
3313;Le Vilhain;20460
3314;Villebret;24520
3315;Villefranche-d'Allier;20540
3316;Villeneuve-sur-Allier;20990
3317;Viplaix;18690
3319;Voussac;20170
3320;Ygrande;19000
3321;Yzeure;22930
4001;Aiglun;24090
4004;Allemagne-en-Provence;20530
4005;Allons;N/A - résultat non disponible
4006;Allos;20690
4007;Angles;N/A - résultat non disponible
4008;Annot;19900
4009;Archail;N/A - résultat non disponible
4012;Aubenas-les-Alpes;N/A - résultat non disponible
4013;Aubignosc;23240
4016;Authon;N/A - résultat non disponible
4017;Auzet;N/A - résultat non disponible
4018;Banon;19280
4019;Barcelonnette;19800
4020;Barles;17650
4021;Barras;20880
4022;Barrême;18300
4023;Bayons;20140
4024;Beaujeu;19940
4025;Beauvezer;20340
4026;Bellaffaire;19930
4027;Bevons;24770
4028;Beynes;18180
4030;Blieux;N/A - résultat non disponible
4031;Bras-d'Asse;21040
4032;Braux;21950
4033;Ubaye-Serre-Ponçon;19930
4034;La Brillanne;19970
4035;Brunet;21230
4036;Le Brusquet;23820
4037;Le Caire;N/A - résultat non disponible
4039;Castellane;19940
4040;Le Castellard-Mélan;N/A - résultat non disponible
4041;Le Castellet;20230
4042;Castellet-lès-Sausses;21580
4043;Val-de-Chalvagne;N/A - résultat non disponible
4045;Céreste;19550
4046;Le Chaffaut-Saint-Jurson;22760
4047;Champtercier;23680
4049;Château-Arnoux-Saint-Auban;20370
4050;Châteaufort;N/A - résultat non disponible
4051;Châteauneuf-Miravail;N/A - résultat non disponible
4053;Châteauneuf-Val-Saint-Donat;24230
4054;Châteauredon;N/A - résultat non disponible
4055;Chaudon-Norante;18680
4057;Clamensane;16710
4058;Claret;21680
4059;Clumanc;19890
4061;Colmars;21200
4062;La Condamine-Châtelard;19370
4063;Corbières-en-Provence;24080
4065;Cruis;20620
4066;Curbans;21590
4067;Curel;N/A - résultat non disponible
4068;Dauphin;24300
4069;Demandolx;N/A - résultat non disponible
4070;Digne-les-Bains;20860
4072;Draix;N/A - résultat non disponible
4073;Enchastrayes;22380
4074;Entrages;17960
4075;Entrepierres;25210
4076;Entrevaux;20490
4077;Entrevennes;20950
4079;L'Escale;22520
4081;Esparron-de-Verdon;21330
4084;Estoublon;22120
4085;Faucon-du-Caire;N/A - résultat non disponible
4086;Faucon-de-Barcelonnette;23820
4087;Fontienne;22000
4088;Forcalquier;20220
4090;Le Fugeret;18500
4091;Ganagobie;N/A - résultat non disponible
4092;La Garde;N/A - résultat non disponible
4093;Gigors;N/A - résultat non disponible
4094;Gréoux-les-Bains;21350
4095;L'Hospitalet;N/A - résultat non disponible
4096;Jausiers;20950
4097;La Javie;20510
4099;Lambruisse;18320
4101;Lardiers;18370
4102;Le Lauzet-Ubaye;17140
4104;Limans;17360
4106;Lurs;23270
4107;Majastres;N/A - résultat non disponible
4108;Malijai;20430
4109;Mallefougasse-Augès;23410
4110;Mallemoisson;23060
4111;Mane;20650
4112;Manosque;20660
4113;Marcoux;24340
4115;Méailles;17540
4116;Les Mées;20300
4118;Melve;18890
4120;Val d'Oronaye;N/A - résultat non disponible
4121;Mézel;21370
4122;Mirabeau;23710
4123;Mison;22210
4124;Montagnac-Montpezat;20090
4126;Montclar;20020
4127;Montfort;21580
4128;Montfuron;22640
4129;Montjustin;N/A - résultat non disponible
4130;Montlaux;21490
4132;Montsalier;20520
4133;Moriez;19500
4134;La Motte-du-Caire;19510
4135;Moustiers-Sainte-Marie;19290
4136;La Mure-Argens;23120
4137;Nibles;N/A - résultat non disponible
4138;Niozelles;21260
4139;Noyers-sur-Jabron;21890
4140;Les Omergues;22280
4141;Ongles;20830
4142;Oppedette;N/A - résultat non disponible
4143;Oraison;22360
4144;La Palud-sur-Verdon;17160
4145;Peipin;21280
4148;Peyroules;19460
4149;Peyruis;21400
4150;Piégut;18760
4151;Pierrerue;21750
4152;Pierrevert;27260
4154;Pontis;N/A - résultat non disponible
4155;Prads-Haute-Bléone;19070
4156;Puimichel;21270
4157;Puimoisson;21110
4158;Quinson;18510
4159;Redortiers;N/A - résultat non disponible
4160;Reillanne;20970
4161;Méolans-Revel;19760
4162;Revest-des-Brousses;20150
4163;Revest-du-Bion;20430
4164;Revest-Saint-Martin;N/A - résultat non disponible
4166;Riez;19760
4167;La Robine-sur-Galabre;21940
4169;La Rochegiron;N/A - résultat non disponible
4170;La Rochette;N/A - résultat non disponible
4171;Rougon;N/A - résultat non disponible
4172;Roumoules;19220
4173;Saint-André-les-Alpes;22060
4174;Saint-Benoît;20960
4175;Sainte-Croix-à-Lauze;N/A - résultat non disponible
4176;Sainte-Croix-du-Verdon;24430
4177;Hautes-Duyes;N/A - résultat non disponible
4178;Saint-Étienne-les-Orgues;20370
